SSC ID,Station Name,Country,Latitude,Longitude,IOC code,PTWC code,GLOSS ID,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit
SSC-papho,Paphos,Cyprus,34.76,32.41,papho,,,,2159,,,[details],[edit]
SSC-papo,Paposo,Chile,-25.01,-70.47,"papo, papo2",papo,,,,,,[details],[edit]
SSC-papt,Papenburg,Germany,53.11,7.37,,,,,,2535,2536,[details],[edit]
SSC-para,Paralimni,Cyprus,35.04,34.04,para,para,,,2161,,,[details],[edit]
SSC-parag,Paradip,India,20.27,86.7,,,,,1161,,,[details],[edit]
SSC-parh,Parham (Camp Blizard),Antigua and Barbuda,17.15,-61.78,parh,parh,,,,,,[details],[edit]
SSC-pari,Pari,Indonesia,-5.85,106.62,,,,159,1724,,,[details],[edit]
SSC-park,Parkers Cove,Canada,44.8,-65.53,,,,,1305,,,[details],[edit]
SSC-parkg,Park,Australia,-33.0,148.26,,,,,,1871,,[details],[edit]
SSC-pasa,Pasajes,Spain,43.32,-1.92,,,,,561,"2236, 3549","2235, 3474",[details],[edit]
SSC-pata,Patache,Chile,-20.8,-70.19,"pata, pata2",pata,,,,,,[details],[edit]
SSC-patr,Patricia Bay,Canada,48.65,-123.45,,,,,1152,892,2112,[details],[edit]
SSC-patri,Patrai,Greece,38.42,21.73,,,,,"1250, 2166",2580,2579,[details],[edit]
SSC-pavi,Pavilosta,Latvia,56.9,21.18,,,,,339,,,[details],[edit]
SSC-pbbc,Patricia_Bay,Canada,48.42,-123.37,pbbc,pbbc,,543,166,621,2211,[details],[edit]
SSC-pbfl,Panama City Beach,United States,30.21,-85.88,pbfl,"pbfl, pcfl",,761,1641,1888,3302,[details],[edit]
SSC-pcas,Puerto de Castilla,Honduras,15.92,-85.95,pcas,,,784,779,,,[details],[edit]
SSC-pcfl,Panama City,United States,30.15,-85.67,pcfl,,,,,,,[details],[edit]
SSC-pcha,Puerto_Chacabuco,Chile,-45.47,-72.82,"pcha, pcha2",pcha,,,,,,[details],[edit]
SSC-pchi,Port Chicago,United States,38.06,-122.04,pchi,pchi,,,,,,[details],[edit]
SSC-pdas,Ponta Delgada,Portugal,37.73,-25.68,pdas,pdas,245.0,211,"1885, 258",811,1982,[details],[edit]
SSC-pedn,Puerto Eden,Chile,-49.13,-74.42,"pedn, pedn2",pedn,,,,,,[details],[edit]
SSC-peir,Peiraias,Greece,37.93,23.62,peir,,,,374,,,[details],[edit]
SSC-peit,Porto empedocle,Italy,37.29,13.52,"PE09, PE21",,,,2083,,,[details],[edit]
SSC-peka,Pekalongan,Indonesia,-6.87,109.67,,,,,294,,,[details],[edit]
SSC-pela,Pelabuhan Ratu,Indonesia,-7.0,106.5,,,,,325,,,[details],[edit]
SSC-pemba,Pemba,Mozambique,-12.97,40.48,pemba,pemb,11.0,192,"1298, 2227",2957,2796,[details],[edit]
SSC-pena,Penang,Malaysia,5.42,100.35,,,,144,1595,2636,2635,[details],[edit]
SSC-peng,Pengkalan TLDM Lumut,Malaysia,4.23,100.62,,,43.0,143,1594,,2808,[details],[edit]
SSC-penr,Penrhyn,Cook Islands,-9.0,-158.05,penr,penr,143.0,24,1450,,2846,[details],[edit]
SSC-penu,Penuelas,Puerto Rico,17.97,-66.76,penu,penu,,243,,,,[details],[edit]
SSC-pesc,Peschanyi (Peschanyi Mys),Russia,79.43,102.48,,,,,1006,,,[details],[edit]
SSC-petr,Petropavlovsk,Russia,53.02,158.65,petr,petr,93.0,,824,"2499, 813",2316,[details],[edit]
SSC-peve,Pevek,Russia,69.7,170.25,,,,,606,,,[details],[edit]
SSC-pfla,Fort Fourchon,United States,29.12,-90.2,pfla,pfla,,,,,,[details],[edit]
SSC-phpa,Philadelphia,United States,39.93,-75.14,phpa,phpa,,,135,3310,3309,[details],[edit]
SSC-pich,Pichidangui_CL,Chile,-32.14,-71.53,"pich2, pich3",pich,,,,,,[details],[edit]
SSC-pict,Picton Harbour,New Zealand,-41.28,174.03,,,,,1059,,,[details],[edit]
SSC-pictf,Pictou,Canada,45.68,-62.7,,,,,1121,,,[details],[edit]
SSC-piet,Pietarsaari / Jakobstad,Finland,63.71,22.69,,,,,194,,,[details],[edit]
SSC-pill,Pillau,Russia,54.63,19.9,,,,,123,,,[details],[edit]
SSC-pine,Piney Point,United States,38.13,-76.53,,,,,971,,,[details],[edit]
SSC-pion,Pionersky,Russia,54.7,20.48,,,,,1719,,,[details],[edit]
SSC-pira,Piramide,Argentina,-42.58,-64.28,,,,,867,,,[details],[edit]
SSC-pisa,Pisagua,Chile,-19.6,-70.21,"pisa, pisa2",pisa,,,,,,[details],[edit]
SSC-pisc,Pisco,Peru,-13.42,-76.13,,,,683,"2115, 2203",,,[details],[edit]
SSC-pitx,Port Isabel,United States,26.06,-97.22,pitx,pitx,,772,"497, 919",3518,3517,[details],[edit]
SSC-pkem,Port Kembla,Australia,-34.47,150.91,pkem,pkem,,,"831, 850",2060,2179,[details],[edit]
SSC-plas,Plastun,Russia,44.72,136.25,,,,,479,,,[details],[edit]
SSC-plat,Mar Del Plata,Argentina,-38.05,-57.55,"plat, plat2",plat,192.0,729,"177, 1852, 819, 857","2051, 937","2369, 2758",[details],[edit]
SSC-plgn,Poligan Ivtan,Kyrgyzstan,42.68,74.69,,,,,,818,,[details],[edit]
SSC-plma,Palmeira,Cape Verde,16.76,-22.98,palm1,palm,329.0,235,1914,"3597, 851",1987,[details],[edit]
SSC-plmy,Palmyra Island,United States,5.89,-162.09,plmy,plmy,,43,532,,,[details],[edit]
SSC-plnu,Palinuro,Italy,40.03,15.28,PL14,,,,2082,3581,3580,[details],[edit]
SSC-ploc,Ploce,Croatia,43.05,17.42,,,,,1945,,,[details],[edit]
SSC-plons,Point Lonsdale,Australia,-38.3,144.62,,,,,"1014, 301",,,[details],[edit]
SSC-plpk,Pilappik,Greenland,66.9,-34.03,,,,,,2468,,[details],[edit]
SSC-plrm,Palermo,Italy,38.12,13.37,PA07,,,,"107, 2093",,,[details],[edit]
SSC-plum,Plum Island,United States,41.17,-72.2,,,,,875,,,[details],[edit]
SSC-plup,Pulau Perhentian,Malaysia,5.93,102.7,ms004,,,,,,,[details],[edit]
SSC-pluz,Puerto de la Luz,Spain,28.13,-15.41,"lasp, pluz",lasp,251.0,217,"1311, 1802, 565, 590",941,"2197, 2754, 2779",[details],[edit]
SSC-plym,Plymouth,United Kingdom,50.37,-4.19,plym,,,,982,3259,3258,[details],[edit]
SSC-pmak,Port Moller,United States,55.99,-160.56,,pmak,,,,,,[details],[edit]
SSC-pmel,Puerto Melinka,Chile,-43.9,-73.75,"pmel, pmel2",pmel,,,,,,[details],[edit]
SSC-pmon,Puerto Montt,Chile,-41.48,-72.97,"pmon, pmon2",pmon,178.0,684,472,,2858,[details],[edit]
SSC-pmur,PtMurat,Australia,-21.82,114.19,pmur,pmur,,,,,,[details],[edit]
SSC-pnea,Pointe-a-Pitre,France,16.23,-61.53,"ptpt, ptpt2",ptpt,,272,1784,"2502, 3099",1823,[details],[edit]
SSC-pnfl,Pensacola,United States,30.4,-87.21,"pnfl, pnfl2",pnfl,288.0,762,246,1887,2379,[details],[edit]
SSC-pnfo,Point Fortin,Trinidad and Tobago,10.18,-61.42,pnfo,pnfo,,728,1713,,,[details],[edit]
SSC-pntn,Pointe Noire,Republic of the Congo,-4.78,11.83,pntn,ptno,261.0,234,"2038, 938",,2883,[details],[edit]
SSC-poal,Porto Alegre,Brazil,-30.07,-51.12,,,,,,3081,,[details],[edit]
SSC-poam,Ponta da Madeira,Brazil,-2.57,-44.37,,,200.0,715,1736,3276,2867,[details],[edit]
SSC-pogt,Pogum,Germany,53.32,7.26,,,,,,2537,2538,[details],[edit]
SSC-poha,Pohang,South Korea,36.05,129.38,,,,,1324,,3123,[details],[edit]
SSC-poin,Pointe-au-pere,Canada,48.52,-68.47,,,,,"138, 1597",3317,"3315, 3316",[details],[edit]
SSC-poinh,Point Atkinson,Canada,49.33,-123.25,,,,,193,,,[details],[edit]
SSC-poinn,Point Barrow,United States,71.33,-156.77,,,,,909,,,[details],[edit]
SSC-poinq,Pointe St. Gildas,France,47.13,-2.25,,,,,1078,,3477,[details],[edit]
SSC-poins,Point Tupper,Canada,45.6,-61.37,,,,,1332,,,[details],[edit]
SSC-poinw,Point St. Peter,Canada,48.63,-64.17,,,,,275,,,[details],[edit]
SSC-poinx,Point Sapin,Canada,46.97,-64.83,,,,,1138,,,[details],[edit]
SSC-pola,Pola,Croatia,44.87,13.85,,,,,116,,,[details],[edit]
SSC-polv,Poltava,Ukraine,49.6,34.54,,,,,,819,,[details],[edit]
SSC-poly,Polyarniy,Russia,69.2,33.48,,,,,2027,,,[details],[edit]
SSC-pont,Pontianak,Indonesia,-0.02,109.3,,,,,328,,,[details],[edit]
SSC-ponz,Ponza,Italy,40.9,12.97,PO40,,,,2141,,,[details],[edit]
SSC-popo,Popova (Belyi Ostrov),Russia,73.33,70.05,,,,,653,,,[details],[edit]
SSC-porf,Port Orford,United States,42.74,-124.5,porf,porf,,557,1640,2713,2712,[details],[edit]
SSC-porl,Portland,Australia,-38.34,141.61,porl,porl,55.0,129,"1547, 1556",2061,2148,[details],[edit]
SSC-poro,Poronajsk,Russia,49.22,143.09,poro,poro,,,,,,[details],[edit]
SSC-porp,Portpatrick,United Kingdom,54.84,-5.12,porp,,,,1215,,,[details],[edit]
SSC-pors,Port Stanvac,Australia,-35.11,138.47,pors,pors,,,1506,2978,2977,[details],[edit]
SSC-port,Port Bloc,France,45.57,-1.06,port,,,,"1915, 459",,1825,[details],[edit]
SSC-porta,Port Renfrew,Canada,48.55,-124.42,,,,,842,,,[details],[edit]
SSC-portb,Port Harcourt,Nigeria,4.77,7.0,,,,,404,,,[details],[edit]
SSC-portd,"Port Aransas, H. Caldwell Pier",United States,27.83,-97.05,,,,,922,"1876, 1877, 1878",2373,[details],[edit]
SSC-portf,Port Hardy,Canada,50.72,-127.48,phbc,phbc,,,1071,3207,3206,[details],[edit]
SSC-portg,Port Jefferson,United States,40.95,-73.08,,,,,848,2702,2701,[details],[edit]
SSC-porth,Port Moody,Canada,49.28,-122.87,,,,,1088,,,[details],[edit]
SSC-porti,"Port San Miguel, Tikao",Philippines,12.67,123.58,,,,,200,,,[details],[edit]
SSC-portj,Port-aux-basques,Canada,47.57,-59.13,,,,273,392,,,[details],[edit]
SSC-portk,Port Whangarei,New Zealand,-35.77,174.35,,,,,1035,,,[details],[edit]
SSC-portl,Port Noarlunga,Australia,-35.15,138.47,,,,,925,,,[details],[edit]
SSC-portm,Port-saint-francois,Canada,46.27,-72.62,,,,,137,,,[details],[edit]
SSC-portn,Port Adelaide (inner Harbor),Australia,-34.83,138.51,,,,,"381, 448, 450, 50",,,[details],[edit]
SSC-portp,Portneuf,Canada,46.68,-71.88,,,,,951,,,[details],[edit]
SSC-portq,Port Said,Egypt,31.25,32.3,,,,,253,,,[details],[edit]
SSC-portr,Port Mansfield,United States,26.55,-97.42,,,,,1038,,,[details],[edit]
SSC-portx,Port Arthur,Australia,-43.15,147.87,,,,,6,,,[details],[edit]
SSC-porty,Port Fairy,Australia,-38.38,142.25,,,,,1135,,,[details],[edit]
SSC-portz,"Port Uson, Busuanga Island",Philippines,12.02,120.2,,,,,187,,,[details],[edit]
SSC-posi,Pos'et,Russia,42.65,130.8,posi,posi,,,626,,,[details],[edit]
SSC-posia,Posidhonia,Greece,37.95,22.96,,,,,409,,,[details],[edit]
SSC-poti,Poti,Georgia,42.17,41.68,,,,,41,,,[details],[edit]
SSC-pots,Potsdam,Germany,52.38,13.07,,,,,,820,,[details],[edit]
SSC-pozs,Pozzuoli Stabilimento Sofer,Italy,40.83,14.12,,,,,1614,,,[details],[edit]
SSC-pozz,Pozzuoli Molo Caligoliano,Italy,40.82,14.12,,,,,1532,,,[details],[edit]
SSC-ppcp,Portopalo di Capo Passero,Italy,36.67,15.12,ppcp,ppcp,,,,,,[details],[edit]
SSC-ppte,Presidente Prudente,Brazil,-22.12,-51.41,,,,,,"3086, 3087",,[details],[edit]
SSC-prai,Praia,Cape Verde,14.92,-23.5,prai,,,222,"1626, 1865",,,[details],[edit]
SSC-pras,Praslin,Seychelles,-4.35,55.77,,,,106,1723,,,[details],[edit]
SSC-prat,Capitan Prat Base,Chile,-62.29,-59.38,"prat, prat3","capi, prat",189.0,730,1603,,2862,[details],[edit]
SSC-prav,Pravdy (Pravdy Ostrov),Russia,76.27,94.77,,,,,615,,,[details],[edit]
SSC-prba,Puerto Barrios,Guatemala,15.69,-88.62,prba,prba,,,1080,,,[details],[edit]
SSC-prec,Le Prêcheur,France,14.81,-61.23,prec,prec,,,,,,[details],[edit]
SSC-preo,Preobrazheniye,Russia,42.91,133.92,preo,preo,,,465,,,[details],[edit]
SSC-preor,"Preobrazhenia, Ostrov",Russia,74.67,112.93,,,,,652,,,[details],[edit]
SSC-prev,Preveza,Greece,38.96,20.76,,,,,410,,,[details],[edit]
SSC-pric,Prickly Bay,Grenada,12.05,-61.73,pric,pric,,789,,,,[details],[edit]
SSC-prig,Prigi,Indonesia,-8.28,111.73,"prgi, prig","prgi, prig",,125,2197,,,[details],[edit]
SSC-prigo,Prigi Raja,Indonesia,-0.25,103.25,,,,,344,,,[details],[edit]
SSC-prim,Primorsk,Russia,60.35,28.62,,,,,237,,,[details],[edit]
SSC-prin,Prince Rupert,Canada,54.32,-130.32,prin,,155.0,540,167,2020,2248,[details],[edit]
SSC-prog,Progreso,Mexico,21.3,-89.65,"prog, prog2",prog,213.0,721,690,"2954, 2995",2873,[details],[edit]
SSC-prov,Providenya,Russia,64.5,-173.18,,,309.0,626,"1459, 662",,2897,[details],[edit]
SSC-prri,Providence,United States,41.81,-71.4,,prri,,,430,,,[details],[edit]
SSC-prsc,Springmaid Pier,United States,33.66,-78.92,prsc,spsc,,,"1444, 862",,,[details],[edit]
SSC-prte,Port Elizabeth,South Africa,-33.97,25.63,prte,prte,76.0,184,820,"3508, 3509",2827,[details],[edit]
SSC-prtr,Pretoria,South Africa,-25.75,28.22,,,,,,2454,,[details],[edit]
SSC-prud,"Prudhoe Bay, Alaska",United States,70.39,-148.51,"prud, prud2",prud,151.0,579,1857,"2674, 2677",2673,[details],[edit]
SSC-prus,Portrush,United Kingdom,55.21,-6.66,prus,,,,1867,,,[details],[edit]
SSC-psdn,Puerto Sandino,Nicaragua,12.2,-86.76,psdn,,,,,,,[details],[edit]
SSC-psla,Pilots Station East,United States,28.93,-89.41,"psla, psla2",psla,,,,,,[details],[edit]
SSC-pslu,Port San Luis,United States,35.17,-120.75,"pslu, pslu2",pslu,,565,508,,,[details],[edit]
SSC-ptad,Pta. De Piedras,Venezuela,10.95,-64.1,,,,,1276,,,[details],[edit]
SSC-ptaf,Port Alfred,Canada,48.33,-70.87,,,,,1392,,,[details],[edit]
SSC-ptal,Port Allen,United States,21.9,-159.6,,,,553,2129,,,[details],[edit]
SSC-ptam,Port Alma,Australia,-23.58,150.87,,,,,2072,,,[details],[edit]
SSC-ptan,Puerto Angel,Mexico,15.67,-96.49,"ptan, ptan2",ptan,164.0,672,1015,2960,2852,[details],[edit]
SSC-ptar,Punta Arenas,Chile,-53.12,-70.86,"ptar, ptar2",ptar,,,473,810,2283,[details],[edit]
SSC-ptau,Port Augusta,Australia,-32.55,137.78,,,,,"1434, 574",,,[details],[edit]
SSC-ptbl,Port Blair,India,11.68,92.77,ptbl,ptbl,38.0,908,206,"2070, 2665, 2732",2441,[details],[edit]
SSC-ptbn,Port Bonython,Australia,-33.0,137.77,,,,,1583,,,[details],[edit]
SSC-ptca,Punta Cana,Dominican Republic,18.5,-68.38,ptca,pcan,,776,,3558,3557,[details],[edit]
SSC-ptcm,Port Camargue,France,43.52,4.13,,,,,2235,,3384,[details],[edit]
SSC-ptco,Puerto Cortes,Honduras,15.83,-87.95,pcor,pcor,,780,557,,,[details],[edit]
SSC-ptdg,Port Douglas,Australia,-16.48,145.47,,,,,"1471, 1479",,,[details],[edit]
SSC-pter,Port Erin,Isle of Man,54.09,-4.77,,,,,1793,,,[details],[edit]
SSC-ptfe,Port Ferréol,France,43.36,6.72,"ptfe, ptfe2",ptfe,,,2233,,3164,[details],[edit]
SSC-ptga,Point Galeota,Trinidad and Tobago,10.14,-60.99,ptga,ptga,,,2008,,,[details],[edit]
SSC-ptgi,Port Giles,Australia,-35.02,137.77,,,,,1550,,,[details],[edit]
SSC-ptgr,Porto Garibaldi,Italy,44.68,12.25,,,,,2144,2966,2965,[details],[edit]
SSC-pthe,Port Hedland,Australia,-20.32,118.57,,,51.0,169,"189, 966",3588,2813,[details],[edit]
SSC-ptir,Port Irene,Philippines,18.38,122.1,,,,,1705,,,[details],[edit]
SSC-ptis,Port Isaac,United Kingdom,50.59,-4.83,ptis,,,,,,,[details],[edit]
SSC-ptisa,Port Isabel,United States,26.67,-97.22,,,,772,,,,[details],[edit]
SSC-ptlc,Port Lincoln,Australia,-34.72,135.87,,,,,"1076, 230",,,[details],[edit]
SSC-ptln,Port-La-Nouvelle,France,43.01,3.04,ptln,,,,,,3383,[details],[edit]
SSC-ptlu,Port Louis,Mauritius,-20.16,57.5,ptlu,ptlu,18.0,103,"1673, 477",2350,2351,[details],[edit]
SSC-ptma,Portomaso,Malta,35.92,14.49,ptma,,,,,,,[details],[edit]
SSC-ptmcd,Port Macdonnell,Australia,-38.0,140.67,,,,,"1016, 1178, 871",,,[details],[edit]
SSC-ptmd,"Portsmouth, Dominica",Dominica,15.56,-61.47,ptmd,,,,,,,[details],[edit]
SSC-ptme,Portland,United States,43.66,-70.25,ptme,ptme,,252,183,,,[details],[edit]
SSC-ptmo,Port Moresby,Papua New Guinea,-9.48,147.13,,,,64,"1610, 439",2624,1983,[details],[edit]
SSC-ptmt,Portsmouth,United Kingdom,50.8,-1.11,ptmt,,,,350,2011,2342,[details],[edit]
SSC-ptno,Port Nolloth,South Africa,-29.25,16.87,,,,701,836,,,[details],[edit]
SSC-ptoa,Pto. Armuelles,Panama,8.27,-82.87,,,,304,"1571, 668",,,[details],[edit]
SSC-ptog,Porto Grande,Portugal,16.87,-24.98,,,,216,"1769, 536",,,[details],[edit]
SSC-pton,Porto de Natal,Brazil,-5.77,-35.2,,,197.0,202,"1565, 1584, 1624",,,[details],[edit]
SSC-ptor,Porto de Rio Grande,Brazil,-32.1,-52.1,,,193.0,714,1528,,2863,[details],[edit]
SSC-ptos,Porto de Santana,Brazil,-0.05,-51.17,ptos,,,"716, 717",1975,"2997, 3454","2868, 2996",[details],[edit]
SSC-ptow,Port Townsend,United States,48.1,-122.76,ptow,ptow,,,1325,,,[details],[edit]
SSC-ptpi,Port Pirie,Australia,-33.18,138.01,,,,,"1168, 216",,,[details],[edit]
SSC-ptpl,Puerto Plata,Dominican Republic,19.8,-70.7,ptpl,ppla,,777,577,3556,3555,[details],[edit]
SSC-ptpr,Port-au-Prince/Les Cayes,Haiti,18.57,-72.35,ptpr,ptpr,209.0,799,583,2717,2716,[details],[edit]
SSC-ptqu,Puerto Quetzal,Guatemala,13.92,-90.78,,,,301,,,,[details],[edit]
SSC-ptre,Point Reyes,United States,38.0,-122.98,ptre,ptre,,,1394,2696,2695,[details],[edit]
SSC-ptro,Port Royal,Jamaica,17.93,-76.85,ptro,ptro,210.0,782,"2003, 744","2719, 3018",2718,[details],[edit]
SSC-ptsc,Port St. Charles,Barbados,13.26,-59.64,ptsc,ptsc,,,888,,,[details],[edit]
SSC-ptsd,Port Sudan,Sudan,19.63,37.12,,,,,1690,,,[details],[edit]
SSC-ptsp,Port of Spain,Trinidad and Tobago,10.65,-61.52,ptsp,ptsp,203.0,248,415,3512,2870,[details],[edit]
SSC-ptts,Porto Torres,Italy,40.84,8.4,PT17,,,,2084,,,[details],[edit]
SSC-pttu,Port Tuapse,Russia,44.1,39.07,,,98.0,,215,3598,2834,[details],[edit]
SSC-ptve,Port Vendres,France,42.52,3.11,"ptve, ptve2",ptve,,,1469,"2272, 2284",1868,[details],[edit]
SSC-ptwe,Port Welshpool,Australia,-38.7,146.46,,,,,1463,,,[details],[edit]
SSC-ptwn,Pietown,United States,34.3,-108.12,,,,,,814,,[details],[edit]
SSC-puck,Puck,Poland,54.73,18.42,,,,,147,,,[details],[edit]
SSC-puer,Puerto De Hierro,Venezuela,10.62,-62.08,,,,,782,,,[details],[edit]
SSC-puern,Puerto Bolivar,Ecuador,-3.27,-80.0,,,,,1277,2083,2446,[details],[edit]
SSC-puert,Puerto Vallarta,Mexico,20.62,-105.25,puert,,,393,1360,1883,2130,[details],[edit]
SSC-pula,Pulau Lakei,Malaysia,1.75,110.5,,,,,785,,,[details],[edit]
SSC-pulp,Pulau Perak,Malaysia,5.71,98.92,ms003,,,,,,,[details],[edit]
SSC-pulu,"Pulupandan, Negros Occidental",Philippines,10.52,122.8,,,,,2151,,,[details],[edit]
SSC-pumo,Puerto Morelos,Mexico,21.37,-86.75,"pumo, pumo2","pum2, pumo",,,,"3265, 3544",3543,[details],[edit]
SSC-punt,Puntarenas,Costa Rica,9.97,-84.83,,,,396,"1287, 464",2661,2660,[details],[edit]
SSC-punth,Punta Diablo,Venezuela,10.95,-71.6,,,,,949,,,[details],[edit]
SSC-punto,Punta Del Este,Uruguay,-34.97,-54.95,,,,,434,,,[details],[edit]
SSC-puyt,Puysegur Welcome Bay,New Zealand,-46.08,166.59,puyt,puyt,,,,,,[details],[edit]
SSC-pvic,Port Victoria,Seychelles,-4.62,55.47,,,,,"1017, 1692",,,[details],[edit]
SSC-pwil,Puerto Williams,Chile,-54.93,-67.61,"pwil, pwil2",pwil,,287,1122,,,[details],[edit]
SSC-pyeo,Pyeongtaek,South Korea,36.97,126.82,,,,,1908,,,[details],[edit]
SSC-qaar,Qaarsuut,Greenland,70.74,-52.69,,,,,,2458,,[details],[edit]
SSC-qaqo,Qaqortoq,Denmark,60.72,-46.04,qaqo,,344.0,299,"1782, 2170",821,2317,[details],[edit]
SSC-qiki,Qikiqtarjuaq,Canada,67.87,-64.12,,,,,1935,822,2174,[details],[edit]
SSC-qing,Qinglan,China,19.57,110.82,qing,qing,,,,,,[details],[edit]
SSC-qinh,Qinhuangdao,China,39.9,119.6,,,,,614,,,[details],[edit]
SSC-qtro,Quintero_CL,Chile,-32.78,-71.53,"qtro, qtro2, qtro3",qtro,,,,,,[details],[edit]
SSC-quar,Quarry Bay,Hong Kong,22.28,114.22,quar,quar,77.0,329,"1674, 1693, 1891, 333","2089, 3214","2451, 2747, 2784",[details],[edit]
SSC-queb,Quebec (Lauzon),Canada,46.83,-71.17,,,,,173,,,[details],[edit]
SSC-quee,Queen Charlotte City,Canada,53.25,-132.07,qcbc,qcbc,,,829,,,[details],[edit]
SSC-queev,Queenscliff,Australia,-38.27,144.66,,,,,1776,,,[details],[edit]
SSC-quel,Queule,Chile,-39.4,-73.21,"quel, quel2",quel,,,,,,[details],[edit]
SSC-quepo,Quepos,Costa Rica,9.4,-84.17,quepo,quep,167.0,87,"2189, 844",,2854,[details],[edit]
SSC-queq,Quequen,Argentina,-38.58,-58.7,,,,,223,,,[details],[edit]
SSC-quin,Qui,Vietnam,13.78,109.25,quin,quin,75.0,381,1449,,2826,[details],[edit]
SSC-quing,Quincy,United States,39.97,-120.94,,,,,,823,,[details],[edit]
SSC-quir,Quiriquina,Chile,-36.64,-73.06,"quir, quir2",quir,,,,,,[details],[edit]
SSC-quito,Quito,Ecuador,-1.05,-78.49,,,,,,2491,,[details],[edit]
SSC-qura,Qurayat,Oman,23.26,58.93,qura,qura,,,,,,[details],[edit]
SSC-qurae,Qurayyah Pier,Saudi Arabia,25.88,50.12,,,,,1514,,,[details],[edit]
SSC-quri,Quonset Point,United States,41.59,-71.41,,quri,,,,,,[details],[edit]
SSC-raah,Raahe / Brahestad,Finland,64.67,24.41,,,,,240,,,[details],[edit]
SSC-raba,Rabaul,Papua New Guinea,-4.2,152.18,raba,raba,65.0,10,"1164, 1185",,2820,[details],[edit]
SSC-rabb,Rabbit Island,Australia,-38.92,146.52,,,,,1623,,,[details],[edit]
SSC-rabt,"Rabat, Emi",Morocco,34.0,-6.85,,,,,,824,,[details],[edit]
SSC-raff,Raffles Light House,Singapore,1.17,103.75,,,,,1351,,,[details],[edit]
SSC-rafi,Rafina,Greece,38.03,24.0,,,,,1695,3103,3102,[details],[edit]
SSC-ramo,Mitzpe Ramon,Israel,30.6,34.76,,,,,,825,,[details],[edit]
SSC-rams,Ramsgate,United Kingdom,51.33,1.42,,,,,992,,,[details],[edit]
SSC-rang,Rangoon,Myanmar,16.77,96.17,,,,,210,,,[details],[edit]
SSC-rangi,Rangiroa Atoll,France,-14.95,-147.71,rangi,rang,,,2216,2269,2259,[details],[edit]
SSC-raro,Rarotonga,Cook Islands,-21.2,-159.78,"raro, raro2","rarb, raro",139.0,23,"1453, 1843",655,"2144, 2775",[details],[edit]
SSC-rast,Ras Tanura (North Pier),Saudi Arabia,26.65,50.17,,,,,1508,,,[details],[edit]
SSC-rata,Ratan,Sweden,63.99,20.9,,,,,88,2073,2331,[details],[edit]
SSC-ratm,Ratmanova,Russia,66.85,-169.13,,,,,617,,,[details],[edit]
SSC-ratn,Ratnagiri,India,17.0,73.27,,,,,905,,,[details],[edit]
SSC-rauc,Rau-chua,Russia,69.5,166.58,,,,,605,,,[details],[edit]
SSC-raum,Rauma / Raumo,Finland,61.13,21.43,,,,,376,2032,2344,[details],[edit]
SSC-ravn,Ravenna (Porto Corsini),Italy,44.49,12.28,RA10,,,,"100, 2085",,,[details],[edit]
SSC-rbct,Raoul Island Boat Cove,New Zealand,-29.28,-177.89,rbct,rbct,,,,,,[details],[edit]
SSC-rcit,Reggio Calabria,Italy,38.12,15.65,RC09,,,,"2142, 670",3150,"3148, 3149",[details],[edit]
SSC-rdca,Richmond,United States,37.93,-122.4,,rdca,,,,,,[details],[edit]
SSC-real,Real Quezon,Philippines,14.67,121.6,,,,,2035,,,[details],[edit]
SSC-rech,Recherche Bay,Australia,-43.57,146.9,,,,,1742,,,[details],[edit]
SSC-reci,Recife,Brazil,-8.05,-34.87,,,,712,556,2656,2655,[details],[edit]
SSC-redg,Red_Dog,United States,67.07,-164.07,redg,redg,,,,,,[details],[edit]
SSC-redw,Redwood City,United States,37.51,-122.21,redw,rwca,,,,,,[details],[edit]
SSC-repo,Reposaari,Finland,61.62,21.45,,,,,85,,,[details],[edit]
SSC-reso,Resolute,Canada,74.68,-94.88,,,,,863,2676,2675,[details],[edit]
SSC-reun,Pointe des Galets,France,-20.92,55.28,"reun, reun2",reun,17.0,164,1501,,1827,[details],[edit]
SSC-reung,La Reunion - Observatoire Volcanologique,France,-21.21,55.57,,,,,,827,,[details],[edit]
SSC-reyk,Reykjavik,Iceland,64.15,-21.93,reyk,reyk,229.0,288,638,828,1984,[details],[edit]
SSC-rfor,Rochefort,France,45.95,-0.95,,,,,,,3161,[details],[edit]
SSC-rfrt,Raoul Island Fishing Rock,New Zealand,-29.25,-177.9,rfrt,rfrt,,,,,,[details],[edit]
SSC-rhod,Rhodos,Greece,36.44,28.24,,,,,"1243, 2167",,,[details],[edit]
SSC-rich,Richard's Bay,South Africa,-28.8,32.08,,,,188,1443,826,2200,[details],[edit]
SSC-richr,Richmond,United States,37.57,-77.45,,,,,462,,,[details],[edit]
SSC-riga,Riga Old Iron Bridge,Latvia,56.95,24.12,,,,,"355, 38",829,2319,[details],[edit]
SSC-rije,Rijeka,Croatia,45.32,14.45,,,,,1906,,,[details],[edit]
SSC-riki,Rikitea,France,-23.12,-134.97,"gamb, riki","gamb, riki",138.0,16,1253,"2015, 3418","1985, 3410",[details],[edit]
SSC-rinc,Rincon Island,United States,34.35,-119.44,,,,,1013,,,[details],[edit]
SSC-ring,Ringhals,Sweden,57.25,12.11,,,,,2111,2951,2950,[details],[edit]
